feature_group,model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,status,note,artifact_path
G3_plus_breadth,elastic_net,10,300,20,0.024565336498802447,0.017847528038288336,0.5261904761904762,0.36267249371644644,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_elastic_net_lag10_e300_p20.joblib
G3_plus_breadth,ridge,10,300,20,0.02765758497728,0.019648513069327814,0.5166666666666667,-0.23810888864351204,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_ridge_lag10_e300_p20.joblib
G3_plus_breadth,random_forest,10,300,20,0.026352935641828907,0.019991121835642035,0.5261904761904762,0.1906496932050789,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_random_forest_lag10_e300_p20.joblib
G3_plus_breadth,hist_gbr,10,200,10,0.026069129669789876,0.01987116769864533,0.4849206349206349,-0.2784696019011114,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag10_e200_p10.joblib
G3_plus_breadth,hist_gbr,10,200,20,0.02677726935324565,0.02054074513020005,0.4793650793650794,-0.46380404432915434,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag10_e200_p20.joblib
G3_plus_breadth,hist_gbr,10,350,10,0.026080712681172413,0.019883019927859003,0.4857142857142857,-0.2808101449366009,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag10_e350_p10.joblib
G3_plus_breadth,hist_gbr,10,350,20,0.027427432677933322,0.02108547963271392,0.4928571428571429,-0.14529459960728922,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag10_e350_p20.joblib
G3_plus_breadth,mlp,10,200,10,0.17742665194662147,0.07290172351300306,0.48968253968253966,-0.24739137129469743,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag10_e200_p10.joblib
G3_plus_breadth,mlp,10,200,20,0.17506945668958604,0.06898993401988543,0.49523809523809526,-0.1191677745462451,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag10_e200_p20.joblib
G3_plus_breadth,mlp,10,350,10,0.17737591470200129,0.07279825591968415,0.48174603174603176,-0.3549606576437428,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag10_e350_p10.joblib
G3_plus_breadth,mlp,10,350,20,0.17430533137729887,0.06773729807700313,0.48412698412698413,-0.22876479996478977,264,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag10_e350_p20.joblib
G3_plus_breadth,elastic_net,30,300,20,0.025587732016478622,0.018783804458826662,0.5103174603174603,-0.19021016247162958,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_elastic_net_lag30_e300_p20.joblib
G3_plus_breadth,ridge,30,300,20,0.03195513575002194,0.023017449780138356,0.5198412698412699,0.2934898626178575,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_ridge_lag30_e300_p20.joblib
G3_plus_breadth,random_forest,30,300,20,0.02591647587849229,0.019608238561132092,0.5222222222222223,-0.18176185083593824,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_random_forest_lag30_e300_p20.joblib
G3_plus_breadth,hist_gbr,30,200,10,0.027152541420927982,0.021010989747766086,0.48253968253968255,-0.3967225130126969,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag30_e200_p10.joblib
G3_plus_breadth,hist_gbr,30,200,20,0.027746026281590987,0.021405647297572918,0.48333333333333334,-0.3241213284098564,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag30_e200_p20.joblib
G3_plus_breadth,hist_gbr,30,350,10,0.027587513494877567,0.021353522188024717,0.4857142857142857,-0.40717119040159905,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag30_e350_p10.joblib
G3_plus_breadth,hist_gbr,30,350,20,0.028510452536882818,0.022069560298450516,0.4888888888888889,-0.12750717873312864,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_hist_gbr_lag30_e350_p20.joblib
G3_plus_breadth,mlp,30,200,10,0.4430496037381159,0.16633203803228416,0.4793650793650794,-0.18414704931934997,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag30_e200_p10.joblib
G3_plus_breadth,mlp,30,200,20,0.44019055945758423,0.15832683747063045,0.4801587301587302,-0.2968175782577547,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag30_e200_p20.joblib
G3_plus_breadth,mlp,30,350,10,0.43096986533291937,0.1616813324008148,0.48174603174603176,-0.09333580153516295,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag30_e350_p10.joblib
G3_plus_breadth,mlp,30,350,20,0.27307348276148685,0.11918440315159991,0.476984126984127,-0.3185254383384789,744,5026,1260,ok,,artifacts/models/target_h5/target_h5_G3_plus_breadth_mlp_lag30_e350_p20.joblib
